Question,Gold Standard Entities,Gold Standard Relations,FALCON_Entities,P_E,R_E,FALCON_Relations,P_R,R_R
Was mother teresa beatified by John Paul the second?,"['http://dbpedia.org/resource/Mother_Teresa', 'http://dbpedia.org/resource/Pope_John_Paul_II']",['http://dbpedia.org/property/beatifiedBy'],"['http://aksw.org/notInWiki/JohnPaul', 'http://dbpedia.org/resource/Second', 'http://aksw.org/notInWiki/teresa']",0.0,0.0,['http://dbpedia.org/ontology/beatifiedPlace'],0.0,0.0
Who is the designer of Saleen S5S Raptor ?,['http://dbpedia.org/resource/Saleen_S5S_Raptor'],['http://dbpedia.org/property/designer'],['http://dbpedia.org/resource/Saleen_S5S_Raptor'],1.0,1.0,[],0,0.0
Name some TV shows whose theme is made by a band associated with Buckethead?,['http://dbpedia.org/resource/Buckethead'],"['http://dbpedia.org/ontology/associatedBand', 'http://dbpedia.org/property/themeMusicComposer']",['http://dbpedia.org/resource/Buckethead'],1.0,1.0,['http://dbpedia.org/ontology/associatedBand'],1.0,0.5
How many different people hold authority over the members of Balanidae family?,['http://dbpedia.org/resource/Balanidae'],"['http://dbpedia.org/ontology/family', 'http://dbpedia.org/ontology/binomialAuthority']",['http://dbpedia.org/resource/Balanidae'],1.0,1.0,['http://dbpedia.org/ontology/family'],1.0,0.5
Which fields' academic journals are found in the US?,['http://dbpedia.org/resource/United_States'],"['http://dbpedia.org/ontology/country', 'http://dbpedia.org/property/discipline']",['http://aksw.org/notInWiki/US'],0.0,0.0,['http://dbpedia.org/ontology/area'],0.0,0.0
Which  municipality is neighbored by Cologny and Chne-Bougeries?,"['http://dbpedia.org/resource/Cologny', 'http://dbpedia.org/resource/Chêne-Bougeries']","['http://dbpedia.org/property/neighboringMunicipalities', 'http://dbpedia.org/property/neighboringMunicipalities']","['http://aksw.org/notInWiki/Chne-Bougeries', 'http://dbpedia.org/resource/Cologny']",0.5,0.5,['http://dbpedia.org/property/neighbors'],0.0,0.0
Which basketball team's coach is Kurt Rambis?,['http://dbpedia.org/resource/Kurt_Rambis'],['http://dbpedia.org/ontology/coach'],['http://dbpedia.org/resource/Kurt_Rambis'],1.0,1.0,[],0,0.0
How many other region served are there of the companies which serves  Pacific Ocean ?,['http://dbpedia.org/resource/Pacific_Ocean'],"['http://dbpedia.org/ontology/regionServed', 'http://dbpedia.org/ontology/regionServed']",['http://dbpedia.org/resource/Pacific_Ocean'],1.0,1.0,"['http://dbpedia.org/ontology/regionServed', 'http://dbpedia.org/ontology/series']",0.5,0.5
Which common prime minister did Graham Richardson and Bon McMullan serve ?,"['http://dbpedia.org/resource/Graham_Richardson', 'http://dbpedia.org/resource/Bob_McMullan']","['http://dbpedia.org/ontology/primeMinister', 'http://dbpedia.org/ontology/primeMinister']","['http://dbpedia.org/resource/Graham_Richardson', 'http://aksw.org/notInWiki/BonMcMullan']",0.5,0.5,['http://dbpedia.org/ontology/nerve'],0.0,0.0
Name the alma mater of Ernest de Saisset ?,['http://dbpedia.org/resource/Ernest_de_Saisset'],['http://dbpedia.org/ontology/almaMater'],['http://dbpedia.org/resource/Ernest_de_Saisset'],1.0,1.0,[],0,0.0
Where does the Giannis Alafouzos originate?,['http://dbpedia.org/resource/Giannis_Alafouzos'],['http://dbpedia.org/ontology/stateOfOrigin'],['http://aksw.org/notInWiki/theGiannisAlafouzos'],0.0,0.0,[],0,0.0
Whose constituency is Duboce Triangle ?,"['http://dbpedia.org/resource/Duboce_Triangle,_San_Francisco']",['http://dbpedia.org/property/constituency'],"['http://dbpedia.org/resource/Duboce_Triangle,_San_Francisco']",1.0,1.0,[],0,0.0
Name the office holder with predecessor as Mark Latham and partner Tim Mathieson ?,"['http://dbpedia.org/resource/Mark_Latham', 'http://dbpedia.org/resource/Tim_Mathieson']","['http://dbpedia.org/ontology/partner', 'http://dbpedia.org/property/predecessor']","['http://dbpedia.org/resource/Tim_Mathieson', 'http://dbpedia.org/resource/Mark_Latham']",1.0,1.0,[],0,0.0
What are some party leaders of the parties which have had a seat in Berlin?,['http://dbpedia.org/resource/Berlin'],"['http://dbpedia.org/ontology/headquarter', 'http://dbpedia.org/ontology/leader']",['http://dbpedia.org/resource/Berlin'],1.0,1.0,[],0,0.0
What awards have been given to Screenwriters?,['http://dbpedia.org/resource/Screenwriter'],"['http://dbpedia.org/property/occupation', 'http://dbpedia.org/property/awards']",[],0,0.0,[],0,0.0
What is the location city of the Denver Broncos which is also  place of birth of the William C. Cramer ?,"['http://dbpedia.org/resource/Denver_Broncos', 'http://dbpedia.org/resource/William_C._Cramer']","['http://dbpedia.org/ontology/locationCity', 'http://dbpedia.org/property/placeOfBirth']","['http://aksw.org/notInWiki/theWilliamCCramer', 'http://aksw.org/notInWiki/theDenverBroncos']",0.0,0.0,[],0,0.0
What companies are located in toronto?,['http://dbpedia.org/resource/Toronto'],['http://dbpedia.org/ontology/locationCity'],['http://dbpedia.org/resource/Toronto'],1.0,1.0,['http://dbpedia.org/ontology/locatedInArea'],0.0,0.0
Which video game's artist is Hiroji Kiyotake and computing platform is Virtual Console?,"['http://dbpedia.org/resource/Hiroji_Kiyotake', 'http://dbpedia.org/resource/Virtual_Console']","['http://dbpedia.org/ontology/computingPlatform', 'http://dbpedia.org/property/artist']",['http://dbpedia.org/resource/Hiroji_Kiyotake'],1.0,0.5,[],0,0.0
What is the city of the Maine School of Science and Mathematics is also the resting place of Charles A. Boutelle ?,"['http://dbpedia.org/resource/Maine_School_of_Science_and_Mathematics', 'http://dbpedia.org/resource/Charles_A._Boutelle']","['http://dbpedia.org/ontology/authority', 'http://dbpedia.org/property/restingplace']","['http://aksw.org/notInWiki/theMaineSchoolofScienceandMathematics', 'http://dbpedia.org/resource/Charles_A._Boutelle']",0.5,0.5,['http://dbpedia.org/ontology/restingPlace'],0.0,0.0
Which Harris County based company is a subsidiary of Tandem Computers?,"['http://dbpedia.org/resource/Harris_County,_Texas', 'http://dbpedia.org/resource/Tandem_Computers']","['http://dbpedia.org/ontology/locationCity', 'http://dbpedia.org/ontology/subsidiary']","['http://aksw.org/notInWiki/asubsidiaryof', 'http://aksw.org/notInWiki/Harris']",0.0,0.0,['http://dbpedia.org/ontology/basedOn'],0.0,0.0
List the characters of Lysistrata ?,['http://dbpedia.org/resource/Lysistrata'],['http://dbpedia.org/property/characters'],['http://dbpedia.org/resource/Lysistrata'],1.0,1.0,[],0,0.0
Where is the office of P Elmo Futrell Jr?,"['http://dbpedia.org/resource/P._Elmo_Futrell,_Jr.']",['http://dbpedia.org/property/office'],['http://dbpedia.org/resource/P._Elmo_Futrell_Jr.'],0.0,0.0,[],0,0.0
Which spouse of Ptolemy XIV had a mother named Ptolemy XII auletes ?,"['http://dbpedia.org/resource/Ptolemy_XII_Auletes', 'http://dbpedia.org/resource/Ptolemy_XIV_of_Egypt']","['http://dbpedia.org/ontology/parent', 'http://dbpedia.org/ontology/spouse']","['http://dbpedia.org/resource/Ptolemy_XII_Auletes', 'http://dbpedia.org/resource/Ptolemy_XIV_of_Egypt']",1.0,1.0,['http://dbpedia.org/ontology/numberOfParticipatingAthletes'],0.0,0.0
What is the baseball team whose club manager's debut team is Houston Astros?,['http://dbpedia.org/resource/Houston_Astros'],"['http://dbpedia.org/ontology/debutTeam', 'http://dbpedia.org/ontology/manager']",['http://dbpedia.org/resource/Houston_Astros'],1.0,1.0,[],0,0.0
List the producer of the television shows distributed by FremantleMedia.,['http://dbpedia.org/resource/FremantleMedia'],"['http://dbpedia.org/ontology/producer', 'http://dbpedia.org/property/distributor']",['http://dbpedia.org/resource/FremantleMedia'],1.0,1.0,['http://dbpedia.org/ontology/distributor'],1.0,0.5
What stadium's operator is Stan Kroenke,['http://dbpedia.org/resource/Stan_Kroenke'],['http://dbpedia.org/ontology/operator'],['http://dbpedia.org/resource/Stan_Kroenke'],1.0,1.0,[],0,0.0
How many corporations were founded in Texas?,['http://dbpedia.org/resource/Texas'],['http://dbpedia.org/ontology/foundationPlace'],['http://dbpedia.org/resource/Texas'],1.0,1.0,['http://dbpedia.org/ontology/person'],0.0,0.0
List all binomial authority of the insects whose one of the  binomial authority is douard Mntries?,['http://dbpedia.org/resource/Édouard_Ménétries'],"['http://dbpedia.org/ontology/binomialAuthority', 'http://dbpedia.org/ontology/binomialAuthority']","['http://aksw.org/notInWiki/Mntries', 'http://aksw.org/notInWiki/one']",0.0,0.0,[],0,0.0
In which state is Red Willow Creek?,['http://dbpedia.org/resource/Red_Willow_Creek'],['http://dbpedia.org/ontology/state'],['http://dbpedia.org/resource/Red_Willow_Creek'],1.0,1.0,[],0,0.0
Where does Manu cornet work?,['http://dbpedia.org/resource/Manu_Cornet'],['http://dbpedia.org/property/employer'],[],0,0.0,[],0,0.0
Name the resting place of Fazlur Rahman Khan ?,['http://dbpedia.org/resource/Fazlur_Rahman_Khan'],['http://dbpedia.org/ontology/restingPlace'],['http://dbpedia.org/resource/Fazlur_Rahman_Khan'],1.0,1.0,['http://dbpedia.org/ontology/restingPlace'],1.0,1.0
"List some teams for which someone who has played as a defender, now plays?",['http://dbpedia.org/resource/Defenceman'],"['http://dbpedia.org/ontology/team', 'http://dbpedia.org/property/position']",[],0,0.0,"['http://dbpedia.org/ontology/portrayer', 'http://dbpedia.org/ontology/plays']",0.0,0.0
In which place is the company which is known for Barbara bestor located ?,['http://dbpedia.org/resource/Barbara_Bestor'],"['http://dbpedia.org/ontology/location', 'http://dbpedia.org/property/knownFor']",['http://aksw.org/notInWiki/Barbara'],0.0,0.0,['http://dbpedia.org/ontology/locatedInArea'],0.0,0.0
Count all the places where companies located in Ontario operate.,['http://dbpedia.org/resource/Ontario'],"['http://dbpedia.org/ontology/locationCity', 'http://dbpedia.org/property/locations']",['http://dbpedia.org/resource/Ontario'],1.0,1.0,"['http://dbpedia.org/ontology/locatedInArea', 'http://dbpedia.org/ontology/team']",0.0,0.0
What is the famous relative of Mrunalini Kunte known for?,['http://dbpedia.org/resource/Mrunalini_Kunte'],"['http://dbpedia.org/property/relatives', 'http://dbpedia.org/property/knownFor']",['http://dbpedia.org/resource/Mrunalini_Kunte'],1.0,1.0,[],0,0.0
What is the resting place of the person who is the successor of James W. Hyatt ?,['http://dbpedia.org/resource/James_W._Hyatt'],"['http://dbpedia.org/ontology/restingPlace', 'http://dbpedia.org/property/successor']",['http://dbpedia.org/resource/James_W._Hyatt'],1.0,1.0,['http://dbpedia.org/ontology/restingPlace'],1.0,0.5
What politician's partner is Diana Taylor ?,['http://dbpedia.org/resource/Diana_Taylor_(superintendent)'],['http://dbpedia.org/ontology/partner'],['http://aksw.org/notInWiki/DianaTaylor'],0.0,0.0,[],0,0.0
Who was the architect of the stadium currently run by Brandenton?,"['http://dbpedia.org/resource/Bradenton,_Florida']","['http://dbpedia.org/ontology/operator', 'http://dbpedia.org/property/architect']",['http://aksw.org/notInWiki/Brandenton'],0.0,0.0,['http://dbpedia.org/ontology/course'],0.0,0.0
What is the district of Methodist Central Hall Westminster ?,['http://dbpedia.org/resource/Methodist_Central_Hall_Westminster'],['http://dbpedia.org/ontology/district'],"['http://aksw.org/notInWiki/MethodistCentral', 'http://dbpedia.org/resource/Westminster']",0.0,0.0,[],0,0.0
What is the academic journal whose editor is Stephen Law?,['http://dbpedia.org/resource/Stephen_Law'],['http://dbpedia.org/property/editor'],['http://dbpedia.org/resource/Stephen_Law'],1.0,1.0,[],0,0.0
Does Jean Louis Arcand work for Geneva?,"['http://dbpedia.org/resource/Jean-Louis_Arcand', 'http://dbpedia.org/resource/Geneva']",['http://dbpedia.org/property/institution'],"['http://dbpedia.org/resource/Jean_Louis', 'http://aksw.org/notInWiki/Arcan']",0.0,0.0,[],0,0.0
How many religions are followed amongst the people who've worked in the Korean army?,['http://dbpedia.org/resource/Republic_of_Korea_Army'],"['http://dbpedia.org/ontology/militaryBranch', 'http://dbpedia.org/ontology/religion']",['http://aksw.org/notInWiki/Korean'],0.0,0.0,['http://dbpedia.org/ontology/operator'],0.0,0.0
List the people died in Hyderabad and are a member of political party ?,['http://dbpedia.org/resource/Hyderabad'],"['http://dbpedia.org/ontology/deathPlace', 'http://dbpedia.org/ontology/party']",['http://dbpedia.org/resource/Hyderabad'],1.0,1.0,['http://dbpedia.org/ontology/house'],0.0,0.0
What kind of buildings were designed by Pyusawhti?,['http://dbpedia.org/resource/Pyusawhti'],"['http://dbpedia.org/ontology/architect', 'http://dbpedia.org/ontology/type']",['http://dbpedia.org/resource/Pyusawhti'],1.0,1.0,['http://dbpedia.org/ontology/architect'],1.0,0.5
Is Esther Alder the mayor of Geneva?,"['http://dbpedia.org/resource/Geneva', 'http://dbpedia.org/resource/Esther_Alder']",['http://dbpedia.org/property/mayor'],"['http://dbpedia.org/resource/Esther_Alder', 'http://dbpedia.org/resource/Geneva']",1.0,1.0,[],0,0.0
What are the baseball players who played for San Francisco Giants?,['http://dbpedia.org/resource/San_Francisco_Giants'],['http://dbpedia.org/ontology/team'],['http://dbpedia.org/resource/San_Francisco_Giants'],1.0,1.0,['http://dbpedia.org/ontology/portrayer'],0.0,0.0
Which architect of Marine Corps Air Station Kaneohe Bay was also tenant of New Sanno hotel /',"['http://dbpedia.org/resource/Marine_Corps_Air_Station_Kaneohe_Bay', 'http://dbpedia.org/resource/New_Sanno_Hotel']","['http://dbpedia.org/ontology/tenant', 'http://dbpedia.org/property/architect']","['http://dbpedia.org/resource/Marines', 'http://dbpedia.org/resource/Kāneʻohe_Bay', 'http://aksw.org/notInWiki/NewSanno']",0.0,0.0,[],0,0.0
Which ship builder built the USS Camp and Sturtevant ?,"['http://dbpedia.org/resource/USS_Camp_(DE-251)', 'http://dbpedia.org/resource/USS_Sturtevant_(DE-239)']","['http://dbpedia.org/property/shipBuilder', 'http://dbpedia.org/property/shipBuilder']","['http://aksw.org/notInWiki/theUSSCamp', 'http://aksw.org/notInWiki/Sturtevant']",0.0,0.0,['http://dbpedia.org/ontology/numberBuilt'],0.0,0.0
Where does the Jerusalem Institute of Justice render their services?,['http://dbpedia.org/resource/Jerusalem_Institute_of_Justice'],['http://dbpedia.org/ontology/service'],['http://aksw.org/notInWiki/theJerusalemInstituteofJustice'],0.0,0.0,['http://dbpedia.org/ontology/picture'],0.0,0.0
What are some movies whose score is composed by relatives of Bodhi Elfman?,['http://dbpedia.org/resource/Bodhi_Elfman'],"['http://dbpedia.org/property/relatives', 'http://dbpedia.org/property/music']",['http://dbpedia.org/resource/Bodhi_Elfman'],1.0,1.0,['http://dbpedia.org/ontology/musicComposer'],0.0,0.0
Which political party got elected in First Legislative Assembly of Uttar Pradesh ?,['http://dbpedia.org/resource/First_Legislative_Assembly_of_Uttar_Pradesh'],['http://dbpedia.org/property/party'],['http://dbpedia.org/resource/First_Legislative_Assembly_of_Uttar_Pradesh'],1.0,1.0,['http://dbpedia.org/ontology/established'],0.0,0.0
"How many companies were founded in Menlo Park, California?","['http://dbpedia.org/resource/Menlo_Park,_California']",['http://dbpedia.org/property/foundation'],"['http://dbpedia.org/resource/California', 'http://aksw.org/notInWiki/MenloPark']",0.0,0.0,['http://dbpedia.org/ontology/person'],0.0,0.0
What is the television show whose channel's parent organisation is Fox Sports?,['http://dbpedia.org/resource/Fox_Sports_(United_States)'],"['http://dbpedia.org/ontology/parentOrganisation', 'http://dbpedia.org/ontology/channel']",['http://dbpedia.org/resource/Fox_Sports'],0.0,0.0,[],0,0.0
Which bands are associated to David Paton?,['http://dbpedia.org/resource/David_Paton'],['http://dbpedia.org/ontology/associatedBand'],['http://dbpedia.org/resource/David_Paton'],1.0,1.0,['http://dbpedia.org/ontology/associatedBand'],1.0,1.0
Who wrote a streetcar named desire?,['http://dbpedia.org/resource/A_Streetcar_Named_Desire_(play)'],['http://dbpedia.org/property/writer'],[],0,0.0,['http://dbpedia.org/ontology/composer'],0.0,0.0
What sports can be played at universities in Metro Manila?,['http://dbpedia.org/resource/Metro_Manila'],"['http://dbpedia.org/property/state', 'http://dbpedia.org/property/athletics']",['http://dbpedia.org/resource/Metro_Manila'],1.0,1.0,['http://dbpedia.org/ontology/portrayer'],0.0,0.0
Where does Kafue and Shire river flow into?,"['http://dbpedia.org/resource/Kafue_River', 'http://dbpedia.org/resource/Shire_River']","['http://dbpedia.org/ontology/riverMouth', 'http://dbpedia.org/ontology/riverMouth']","['http://dbpedia.org/resource/Shire', 'http://dbpedia.org/resource/Kafue']",0.0,0.0,[],0,0.0
Which US state gave  us Brian Deegan and Harold Lyold?,"['http://dbpedia.org/resource/Brian_Deegan_(rider)', 'http://dbpedia.org/resource/Harold_Lloyd']","['http://dbpedia.org/property/birthPlace', 'http://dbpedia.org/property/birthPlace']","['http://aksw.org/notInWiki/HaroldLyold', 'http://aksw.org/notInWiki/BrianDeegan', 'http://aksw.org/notInWiki/US']",0.0,0.0,[],0,0.0
Who is the president when Loretta Ucelli used to work for Democratic party?,['http://dbpedia.org/resource/Loretta_Ucelli'],['http://dbpedia.org/ontology/president'],"['http://dbpedia.org/resource/Loretta_Ucelli', 'http://aksw.org/notInWiki/Democratic']",0.5,1.0,['http://dbpedia.org/ontology/volume'],0.0,0.0
